c #vertices #edges weightDimension idOffset
mincutGraph 5 4 2 3507
c u v weight[0] weight[1] ...
s t 0.0 0.0
s 20489 0.0 1.8061994593954924
t 20489 1.0194864020438628 0.0
20489 47531 0.0 1.6008322812275964
20489 45660 0.0 1.313323579248229
s 47531 0.0 2.317420260965873
t 47531 0.6700872582089035 0.0
s 45660 0.0 2.5239553554331198
t 45660 1.4246146241474493 0.0
45660 50364 0.0 3.388678843132586
s 50364 0.0 3.3853678719472087
t 50364 5.261791364675323 0.0
50364 53822 0.0 3.716109876721523
s 53822 0.0 5.286341928028051
t 53822 3.355768507925451 0.0
