c #vertices #edges weightDimension idOffset
mincutGraph 13586 14682 2 1108
c u v weight[0] weight[1] ...
s t 0.0 0.0
t 0 39.653506847401914 0.0
0 3208 0.0 14.600882953067464
0 6539 0.0 12.906663229587842
0 5756 0.0 6.1539621416904735
t 1 18.400566514338056 0.0
1 12544 0.0 6.336125240213134
1 11068 0.0 12.164178914852059
1 7629 0.0 7.257623507790117
s 2 0.0 4.954874364619619
t 2 49.95922619400903 0.0
2 11877 0.0 20.274080366097188
2 5063 0.0 20.367661244451533
t 3 974.2630632814744 0.0
3 1043 0.0 31.149476571881177
3 13415 0.0 64.91281135688453
3 6379 0.0 64.06029701742814
t 4 51.018056883047585 0.0
4 12901 0.0 20.956021020037877
4 2216 0.0 19.39150836968402
4 8637 0.0 5.337159273363615
s 5 0.0 1.9806556964632613
t 5 4.510097776944951 0.0
5 2777 0.0 4.554648171942685
5 5643 0.0 4.939630363297138
s 6 0.0 9.844348493984262
t 6 90.54955873624324 0.0
6 12644 0.0 18.396285446627182
6 10969 0.0 20.84815899626747
s 7 0.0 8.158006216147822
t 7 144.41485581687283 0.0
7 6163 0.0 36.51809055058761
7 1464 0.0 39.32106751882691
s 8 0.0 4.479336634107838
t 8 1.4025280396494408 0.0
8 7912 0.0 3.824422604577156
t 9 462.9265685392097 0.0
9 7282 0.0 29.256524790353357
9 7231 0.0 33.391790082995556
9 12511 0.0 36.707896527565836
t 10 485.62906457591936 0.0
10 5137 0.0 37.618331115042785
10 4420 0.0 26.684171135476724
10 7165 0.0 40.249649518621055
s 11 0.0 8.594604773475492
t 11 65.10710876954214 0.0
11 7559 0.0 26.075314320970985
11 7818 0.0 19.72302517441104
t 12 85.81575896686432 0.0
12 2230 0.0 8.023344987283174
12 10185 0.0 24.35250627105376
12 7580 0.0 21.694794850233286
t 13 168.03171174010967 0.0
13 2617 0.0 20.045117861663222
13 5113 0.0 20.078758285036837
13 6541 0.0 19.026502339829115
t 14 3.375281205024648 0.0
14 6598 0.0 2.715161754623528
14 9291 0.0 4.120761757472392
14 5148 0.0 2.550986693526618
s 15 0.0 10.71067034034369
t 15 10.172474209308945 0.0
15 10951 0.0 8.585567161292929
s 16 0.0 5.326236849138395
t 16 0.25732022063902726 0.0
16 6559 0.0 5.2273876300370725
t 17 226.35975975841072 0.0
17 1249 0.0 171.13046652364238
17 11233 0.0 17.081713363380484
17 10261 0.0 154.27753260927133
t 18 309.77323745624744 0.0
18 5632 0.0 144.0654414665615
18 12997 0.0 142.79582375216333
18 4813 0.0 4.50271900303228
s 19 0.0 7.7085689855193875
t 19 280.17777809158474 0.0
19 5029 0.0 81.55354655962644
19 3231 0.0 78.36091430452642
s 20 0.0 8.514875385447576
t 20 58.45854394690459 0.0
20 2160 0.0 13.7310170290354
20 2246 0.0 16.183785039594774
s 21 0.0 7.992621790317642
t 21 7.801590637808962 0.0
21 5914 0.0 5.738558967008053
s 22 0.0 7.598825996736771
t 22 44.82080312184508 0.0
22 2016 0.0 12.44086203708951
22 10203 0.0 12.347859756222618
t 23 121.35212577590278 0.0
23 2451 0.0 3.485105802727619
23 8372 0.0 70.79824397148191
23 9579 0.0 70.25422542977357
s 24 0.0 9.963624899553142
t 24 75.58881325191746 0.0
24 11011 0.0 18.350744221103454
24 3196 0.0 15.17717193468273
s 25 0.0 12.957873695699119
t 25 111.3804794319388 0.0
25 4320 0.0 24.560746683650382
25 9052 0.0 17.791660211487887
s 26 0.0 6.203621091970477
t 26 63.1166061114849 0.0
26 9792 0.0 20.407643905075812
26 11002 0.0 21.777296831412002
s 27 0.0 3.232743795670921
t 27 5.122433312452027 0.0
27 4096 0.0 3.327711628205
27 4904 0.0 3.867933768744055
t 28 42.49224423590188 0.0
28 10084 0.0 13.727800128122569
28 6999 0.0 9.456990967268473
28 8399 0.0 9.033462818666747
t 29 318.49105016840133 0.0
29 5717 0.0 24.78763136710118
29 7448 0.0 34.87029781827613
29 8907 0.0 25.72638247090145
s 30 0.0 1.8995269605420217
t 30 1.2484149281345367 0.0
30 10994 0.0 1.5986452831327205
30 2397 0.0 1.64534596085513
s 31 0.0 8.053565572776458
t 31 1.0852958538134774 0.0
31 11984 0.0 0.32264572031917255
31 11511 0.0 8.235345551952408
s 32 0.0 8.198363057048578
t 32 6.054264782693853 0.0
32 1719 0.0 16.80175845023899
32 1226 0.0 8.665152439594374
s 33 0.0 3.242264411257829
t 33 43.10601809334506 0.0
33 12912 0.0 32.13244918673935
33 4583 0.0 30.43060818441248
s 34 0.0 0.6083745114081217
t 34 1.1445922611640795 0.0
34 5922 0.0 3.8280584437465466
34 2262 0.0 3.76400034061213
s 35 0.0 9.815664226741651
t 35 11.929951300808309 0.0
35 9776 0.0 6.976133784924749
t 36 70.8470633506975 0.0
36 13509 0.0 19.540663656975664
36 1017 0.0 8.625469247179797
36 3884 0.0 16.543507817664945
t 37 454.31152448096157 0.0
37 7746 0.0 32.45084456137977
37 10866 0.0 40.16300882865702
37 10647 0.0 28.237825641099715
s 38 0.0 3.4374650571957015
t 38 4.935554286760226 0.0
38 7617 0.0 4.175235452547947
38 4375 0.0 2.900262166313251
s 39 0.0 0.08923892726861843
t 39 0.4142331938853836 0.0
39 13012 0.0 9.408331012533806
39 9577 0.0 9.394265896298817
t 40 166.2705978989985 0.0
40 6178 0.0 20.927858496730217
40 1865 0.0 18.1735342010127
40 12174 0.0 33.72553890542354
s 41 0.0 0.2573509158974921
t 41 0.9817791957507964 0.0
41 992 0.0 7.629905870549245
41 4171 0.0 7.633671750844279
s 42 0.0 12.242729820016297
t 42 14.861342622676453 0.0
42 6569 0.0 9.51121216681245
s 43 0.0 7.543864567528622
t 43 3.574885731432357 0.0
43 10756 0.0 6.528505085207359
s 44 0.0 0.3882897916896383
t 44 0.33578717026054705 0.0
44 1734 0.0 4.020916969394356
