c #vertices #edges weightDimension idOffset
mincutGraph 16 15 2 3979
c u v weight[0] weight[1] ...
s t 0.0 0.0
s 2402 0.0 7.7962489149354415
t 2402 10.71127826742238 0.0
2402 9979 0.0 2.7511138165481293
s 31650 0.0 1.6225051605690932
t 31650 0.8226634362270684 0.0
s 39811 0.0 1.6434066209731317
t 39811 0.8439954128589398 0.0
s 21668 0.0 4.396683777484138
t 21668 2.803123570922751 0.0
21668 31650 0.0 1.5986699693101478
21668 27166 0.0 5.510524810393864
s 454 0.0 10.046920102455223
t 454 9.09072935470122 0.0
454 2402 0.0 8.139180277297372
s 6473 0.0 1.644701616027212
t 6473 0.8453260642544511 0.0
6473 31882 0.0 1.0841727736715887
s 11657 0.0 11.977932995494589
t 11657 11.333787150311343 0.0
s 31882 0.0 1.6444300155520786
t 31882 0.8450468987655461 0.0
31882 39811 0.0 1.6566417272042495
s 2091 0.0 1.6457252247548664
t 2091 0.8463785986344065 0.0
2091 31650 0.0 1.0852663228619974
2091 6473 0.0 1.6573568621009995
s 24115 0.0 3.1871972067283196
t 24115 1.1081638690431175 0.0
24115 37726 0.0 2.3985711329774557
s 18423 0.0 1.6421126440596157
t 18423 0.842666855131572 0.0
18423 28730 0.0 1.6559277502865335
18423 37726 0.0 1.0819890995439945
s 28730 0.0 1.6431358255002666
t 28730 0.8437172943610123 0.0
28730 39811 0.0 1.0830803656688606
t 9979 13.132111315731532 0.0
9979 11657 0.0 9.833210279192876
9979 27166 0.0 9.554926724422998
s 39483 0.0 14.432351338955963
t 39483 25.165807219652482 0.0
t 27166 26.05916166620431 0.0
27166 39483 0.0 10.329479306389425
s 37726 0.0 2.5110779228759026
t 37726 1.288373389304458 0.0
